label,n_animals,dominant_category,dominant_count,dominant_category_total,purity_percent,dominant_recall_percent,dominant_f1_percent,n_features,mapped_feature_count,avg_feature_freq_weight,clothing,kitchen utensils,musical instruments,tools,vehicles,weapons,unknown
34,11,weapons,6,18,54.55,33.33,41.38,3,3,0.021579,0,0,0,4,0,6,1
35,1,clothing,1,29,100.0,3.45,6.67,1,1,0.013774,1,0,0,0,0,0,0
36,7,vehicles,6,28,85.71,21.43,34.29,2,2,0.006887,0,0,0,0,6,1,0
37,14,clothing,14,29,100.0,48.28,65.12,3,3,0.001836,14,0,0,0,0,0,0
38,11,clothing,11,29,100.0,37.93,55.0,3,3,0.001836,11,0,0,0,0,0,0
39,5,clothing,5,29,100.0,17.24,29.41,1,1,0.030303,5,0,0,0,0,0,0
40,1,clothing,1,29,100.0,3.45,6.67,3,3,0.02112,1,0,0,0,0,0,0
41,21,musical instruments,16,26,76.19,61.54,68.09,3,3,0.02112,3,1,16,0,0,0,1
42,4,kitchen utensils,4,33,100.0,12.12,21.62,1,1,0.11157,0,4,0,0,0,0,0
43,14,kitchen utensils,12,33,85.71,36.36,51.06,1,1,0.11157,0,12,0,2,0,0,0
44,18,clothing,18,29,100.0,62.07,76.6,1,1,0.00551,18,0,0,0,0,0,0
45,10,clothing,10,29,100.0,34.48,51.28,1,1,0.0,10,0,0,0,0,0,0
46,2,musical instruments,2,26,100.0,7.69,14.29,1,1,0.001377,0,0,2,0,0,0,0
47,3,weapons,2,18,66.67,11.11,19.05,2,2,0.000688,0,0,0,1,0,2,0
48,6,tools,3,28,50.0,10.71,17.65,1,1,0.006887,0,1,0,3,0,2,0
49,11,tools,6,28,54.55,21.43,30.77,1,1,0.034435,0,2,0,6,1,2,0
50,1,kitchen utensils,1,33,100.0,3.03,5.88,1,1,0.0,0,1,0,0,0,0,0
51,12,vehicles,11,28,91.67,39.29,55.0,1,1,0.034435,0,0,0,0,11,0,1
52,4,vehicles,3,28,75.0,10.71,18.75,1,1,0.034435,0,0,0,0,3,0,1
53,1,weapons,1,18,100.0,5.56,10.53,1,1,0.006887,0,0,0,0,0,1,0
54,4,clothing,4,29,100.0,13.79,24.24,1,1,0.015152,4,0,0,0,0,0,0
55,12,clothing,12,29,100.0,41.38,58.54,1,1,0.015152,12,0,0,0,0,0,0
56,1,clothing,1,29,100.0,3.45,6.67,1,1,0.006887,1,0,0,0,0,0,0
57,20,musical instruments,16,26,80.0,61.54,69.57,1,1,0.006887,2,1,16,0,0,0,1
58,25,clothing,25,29,100.0,86.21,92.59,1,1,0.205234,25,0,0,0,0,0,0
59,20,musical instruments,15,26,75.0,57.69,65.22,1,1,0.205234,3,1,15,0,0,0,1
60,9,musical instruments,9,26,100.0,34.62,51.43,2,2,0.108127,0,0,9,0,0,0,0
61,10,musical instruments,8,26,80.0,30.77,44.44,2,2,0.108127,1,1,8,0,0,0,0
62,18,tools,10,28,55.56,35.71,43.48,1,1,0.006887,0,2,0,10,2,4,0
63,1,tools,1,28,100.0,3.57,6.9,1,1,0.006887,0,0,0,1,0,0,0
64,1,weapons,1,18,100.0,5.56,10.53,1,1,0.004132,0,0,0,0,0,1,0
65,23,tools,13,28,56.52,46.43,50.98,2,2,0.146006,0,2,0,13,2,5,1
66,20,tools,10,28,50.0,35.71,41.67,2,2,0.0,0,1,0,10,2,6,1
67,2,vehicles,2,28,100.0,7.14,13.33,1,1,0.001377,0,0,0,0,2,0,0
68,15,vehicles,13,28,86.67,46.43,60.47,1,1,0.001377,0,0,0,0,13,0,2
69,1,musical instruments,1,26,100.0,3.85,7.41,1,1,0.026171,0,0,1,0,0,0,0
70,2,kitchen utensils,1,33,50.0,3.03,5.71,1,1,0.008264,0,1,0,1,0,0,0
71,1,kitchen utensils,1,33,100.0,3.03,5.88,1,1,0.11157,0,1,0,0,0,0,0
72,8,musical instruments,5,26,62.5,19.23,29.41,1,1,0.011019,1,1,5,0,0,0,1
73,1,clothing,1,29,100.0,3.45,6.67,4,4,0.041322,1,0,0,0,0,0,0
74,21,clothing,21,29,100.0,72.41,84.0,4,4,0.041322,21,0,0,0,0,0,0
75,17,tools,9,28,52.94,32.14,40.0,1,1,0.060606,0,0,0,9,2,5,1
76,1,weapons,1,18,100.0,5.56,10.53,1,1,0.060606,0,0,0,0,0,1,0
77,3,tools,2,28,66.67,7.14,12.9,1,1,0.0,0,0,0,2,0,1,0
78,13,tools,7,28,53.85,25.0,34.15,1,1,0.0,0,0,0,7,2,3,1
