attribute,category,bundles,bundle_specific_attribute,normalized_freq,importance_rating,columnwise_similarity
is slimy,insects,"3, 5",False,0.061602,4.166667,0.717391
is slimy,reptiles,"3, 5",False,0.061602,3.666667,0.717391
resembles horses,mammals,,False,0.034908,3.750000,0.000000
marsupial,mammals,1,True,0.030801,3.583333,0.035714
kind of lizard,mammals,,False,0.020534,,0.000000
kind of lizard,reptiles,,False,0.020534,4.333333,0.000000
rodent,mammals,,False,0.057495,3.583333,0.000000
has manes,mammals,,False,0.043121,3.500000,0.000000
lives in the ocean,birds,3,True,0.049281,,0.827586
lives in the ocean,fish,3,True,0.049281,5.750000,0.827586
lives in the ocean,reptiles,3,True,0.049281,,0.827586
is yellow and black,insects,,False,0.090349,3.833333,0.000000
is yellow and black,mammals,,False,0.090349,2.750000,0.000000
is cute,birds,"1, 2",False,0.084189,2.916667,0.378788
is cute,fish,"1, 2",False,0.084189,,0.378788
is cute,insects,"1, 2",False,0.084189,2.583333,0.378788
is cute,mammals,"1, 2",False,0.084189,3.833333,0.378788
is dangerous,birds,5,True,0.336756,2.333333,0.200000
is dangerous,fish,5,True,0.336756,2.750000,0.200000
is dangerous,insects,5,True,0.336756,,0.200000
is dangerous,mammals,5,True,0.336756,3.916667,0.200000
is dangerous,reptiles,5,True,0.336756,5.333333,0.200000
attaches to the body,insects,,False,0.028747,4.916667,0.000000
attaches to the body,mammals,,False,0.028747,,0.000000
used as a beast of burden,mammals,,False,0.034908,4.083333,0.000000
nocturnal animal,birds,,False,0.154004,3.166667,0.000000
nocturnal animal,insects,,False,0.154004,5.666667,0.000000
nocturnal animal,mammals,,False,0.154004,3.083333,0.000000
nocturnal animal,reptiles,,False,0.154004,,0.000000
hunts,birds,"3, 5",False,0.057495,4.416667,0.416667
hunts,fish,"3, 5",False,0.057495,,0.416667
hunts,mammals,"3, 5",False,0.057495,4.166667,0.416667
hunts,reptiles,"3, 5",False,0.057495,,0.416667
bushy tail,mammals,,False,0.028747,2.833333,0.000000
is inconspicious,birds,"2, 4, 5",False,0.032854,,0.586957
is inconspicious,fish,"2, 4, 5",False,0.032854,,0.586957
is inconspicious,insects,"2, 4, 5",False,0.032854,3.583333,0.586957
is inconspicious,mammals,"2, 4, 5",False,0.032854,,0.586957
is inconspicious,reptiles,"2, 4, 5",False,0.032854,4.916667,0.586957
is a thief,birds,,False,0.030801,2.583333,0.000000
there are many kinds of it,birds,"1, 2, 3, 4, 5",False,0.193018,6.250000,1.000000
there are many kinds of it,fish,"1, 2, 3, 4, 5",False,0.193018,5.583333,1.000000
there are many kinds of it,insects,"1, 2, 3, 4, 5",False,0.193018,,1.000000
there are many kinds of it,mammals,"1, 2, 3, 4, 5",False,0.193018,5.666667,1.000000
there are many kinds of it,reptiles,"1, 2, 3, 4, 5",False,0.193018,6.000000,1.000000
lives in nature,birds,"1, 2, 3, 4, 5",False,0.053388,5.916667,0.992248
lives in nature,fish,"1, 2, 3, 4, 5",False,0.053388,,0.992248
lives in nature,insects,"1, 2, 3, 4, 5",False,0.053388,6.166667,0.992248
lives in nature,mammals,"1, 2, 3, 4, 5",False,0.053388,,0.992248
lives in nature,reptiles,"1, 2, 3, 4, 5",False,0.053388,,0.992248
quacks,birds,,False,0.084189,3.333333,0.000000
quacks,reptiles,,False,0.084189,3.333333,0.000000
is an insect,insects,4,True,0.570842,5.916667,1.000000
gives milk,fish,1,True,0.051335,,0.771429
gives milk,mammals,1,True,0.051335,5.083333,0.771429
is nasty,birds,"4, 5",False,0.166324,,0.591549
is nasty,fish,"4, 5",False,0.166324,,0.591549
is nasty,insects,"4, 5",False,0.166324,4.583333,0.591549
is nasty,mammals,"4, 5",False,0.166324,2.416667,0.591549
is nasty,reptiles,"4, 5",False,0.166324,3.666667,0.591549
has camouflage,birds,5,True,0.016427,,0.435897
has camouflage,fish,5,True,0.016427,,0.435897
has camouflage,insects,5,True,0.016427,,0.435897
has camouflage,mammals,5,True,0.016427,,0.435897
has camouflage,reptiles,5,True,0.016427,5.583333,0.435897
is a bird,birds,2,True,0.786448,7.000000,0.909091
predecessor of humans,mammals,,False,0.022587,4.833333,0.000000
appears in fairy tales and stories,birds,"1, 2, 3, 4, 5",False,0.073922,4.000000,0.937984
appears in fairy tales and stories,fish,"1, 2, 3, 4, 5",False,0.073922,,0.937984
appears in fairy tales and stories,insects,"1, 2, 3, 4, 5",False,0.073922,,0.937984
appears in fairy tales and stories,mammals,"1, 2, 3, 4, 5",False,0.073922,3.083333,0.937984
appears in fairy tales and stories,reptiles,"1, 2, 3, 4, 5",False,0.073922,2.583333,0.937984
is eaten by birds,fish,"3, 4, 5",False,0.065708,,0.808219
is eaten by birds,insects,"3, 4, 5",False,0.065708,5.583333,0.808219
is eaten by birds,mammals,"3, 4, 5",False,0.065708,,0.808219
is eaten by birds,reptiles,"3, 4, 5",False,0.065708,4.083333,0.808219
has hoofs,mammals,,False,0.034908,3.666667,0.000000
can live to a ripe old age,birds,,False,0.024641,,0.000000
can live to a ripe old age,fish,,False,0.024641,,0.000000
can live to a ripe old age,mammals,,False,0.024641,,0.000000
can live to a ripe old age,reptiles,,False,0.024641,5.250000,0.000000
is sweet,birds,"1, 2",False,0.047228,2.750000,0.439024
is sweet,fish,"1, 2",False,0.047228,,0.439024
is sweet,insects,"1, 2",False,0.047228,2.666667,0.439024
is sweet,mammals,"1, 2",False,0.047228,3.333333,0.439024
is sweet,reptiles,"1, 2",False,0.047228,,0.439024
big ears,mammals,,False,0.020534,3.500000,0.000000
squirts ink,fish,,False,0.022587,3.250000,0.000000
lives in a herd,birds,"1, 3",False,0.069815,,0.568966
lives in a herd,fish,"1, 3",False,0.069815,,0.568966
lives in a herd,mammals,"1, 3",False,0.069815,4.416667,0.568966
is found in Belgium,birds,"1, 2, 3, 4, 5",False,0.010267,4.000000,0.992248
is found in Belgium,fish,"1, 2, 3, 4, 5",False,0.010267,,0.992248
is found in Belgium,insects,"1, 2, 3, 4, 5",False,0.010267,5.500000,0.992248
is found in Belgium,mammals,"1, 2, 3, 4, 5",False,0.010267,,0.992248
is found in Belgium,reptiles,"1, 2, 3, 4, 5",False,0.010267,5.000000,0.992248
eats insects,birds,"2, 3, 4, 5",False,0.201232,5.416667,0.872727
eats insects,fish,"2, 3, 4, 5",False,0.201232,,0.872727
eats insects,insects,"2, 3, 4, 5",False,0.201232,3.666667,0.872727
eats insects,mammals,"2, 3, 4, 5",False,0.201232,3.916667,0.872727
eats insects,reptiles,"2, 3, 4, 5",False,0.201232,5.166667,0.872727
hairy,birds,"1, 2",False,0.090349,,0.878788
hairy,insects,"1, 2",False,0.090349,4.333333,0.878788
hairy,mammals,"1, 2",False,0.090349,5.583333,0.878788
can talk,birds,,False,0.036961,3.333333,0.000000
has a long bill,birds,,False,0.055441,4.833333,0.000000
makes a sound like a grunt,mammals,,False,0.024641,3.333333,0.000000
is fast,birds,"1, 2, 3, 5",False,0.190965,5.083333,0.720339
is fast,fish,"1, 2, 3, 5",False,0.190965,4.666667,0.720339
is fast,insects,"1, 2, 3, 5",False,0.190965,,0.720339
is fast,mammals,"1, 2, 3, 5",False,0.190965,4.500000,0.720339
is fast,reptiles,"1, 2, 3, 5",False,0.190965,5.416667,0.720339
makes a lot of clamor,birds,2,True,0.086242,4.000000,0.500000
makes a lot of clamor,insects,2,True,0.086242,,0.500000
makes a lot of clamor,mammals,2,True,0.086242,4.416667,0.500000
makes a lot of clamor,reptiles,2,True,0.086242,3.666667,0.500000
becomes cocoon,insects,,False,0.024641,4.666667,0.000000
small and large kinds,birds,"2, 4",False,0.053388,,0.412371
small and large kinds,fish,"2, 4",False,0.053388,5.166667,0.412371
small and large kinds,insects,"2, 4",False,0.053388,,0.412371
small and large kinds,mammals,"2, 4",False,0.053388,4.833333,0.412371
small and large kinds,reptiles,"2, 4",False,0.053388,6.083333,0.412371
is sly,birds,5,True,0.028747,,0.296296
is sly,mammals,5,True,0.028747,4.250000,0.296296
is sly,reptiles,5,True,0.028747,,0.296296
is pink,fish,,False,0.059548,4.583333,0.000000
is pink,insects,,False,0.059548,,0.000000
is pink,mammals,,False,0.059548,2.333333,0.000000
lives in Africa,birds,"1, 2, 3, 4, 5",False,0.172485,3.583333,0.992248
lives in Africa,fish,"1, 2, 3, 4, 5",False,0.172485,,0.992248
lives in Africa,insects,"1, 2, 3, 4, 5",False,0.172485,,0.992248
lives in Africa,mammals,"1, 2, 3, 4, 5",False,0.172485,3.500000,0.992248
lives in Africa,reptiles,"1, 2, 3, 4, 5",False,0.172485,4.500000,0.992248
is black,birds,5,True,0.301848,2.750000,0.062500
is black,fish,5,True,0.301848,3.333333,0.062500
is black,insects,5,True,0.301848,5.083333,0.062500
is black,mammals,5,True,0.301848,2.916667,0.062500
is black,reptiles,5,True,0.301848,,0.062500
brings children,birds,,False,0.039014,3.083333,0.000000
lives in warm countries,birds,"1, 2, 3, 4, 5",False,0.135524,3.666667,0.984496
lives in warm countries,fish,"1, 2, 3, 4, 5",False,0.135524,,0.984496
lives in warm countries,insects,"1, 2, 3, 4, 5",False,0.135524,5.083333,0.984496
lives in warm countries,mammals,"1, 2, 3, 4, 5",False,0.135524,3.333333,0.984496
lives in warm countries,reptiles,"1, 2, 3, 4, 5",False,0.135524,4.750000,0.984496
sheared for wool,mammals,,False,0.028747,3.500000,0.000000
can be poisonous,fish,5,True,0.067762,,0.363636
can be poisonous,insects,5,True,0.067762,5.500000,0.363636
can be poisonous,reptiles,5,True,0.067762,5.500000,0.363636
has short paws,birds,"1, 2, 3, 4, 5",False,0.049281,4.166667,0.891473
has short paws,fish,"1, 2, 3, 4, 5",False,0.049281,,0.891473
has short paws,insects,"1, 2, 3, 4, 5",False,0.049281,,0.891473
has short paws,mammals,"1, 2, 3, 4, 5",False,0.049281,3.166667,0.891473
has short paws,reptiles,"1, 2, 3, 4, 5",False,0.049281,4.416667,0.891473
is thick,birds,,False,0.069815,,0.000000
is thick,fish,,False,0.069815,,0.000000
is thick,insects,,False,0.069815,,0.000000
is thick,mammals,,False,0.069815,3.333333,0.000000
is thick,reptiles,,False,0.069815,,0.000000
is yellow with brown spots,mammals,,False,0.016427,2.666667,0.000000
is yellow with brown spots,reptiles,,False,0.016427,,0.000000
transferable,insects,,False,0.028747,4.166667,0.000000
transferable,mammals,,False,0.028747,,0.000000
is a character in Free Willy,fish,,False,0.024641,4.416667,0.000000
is a character in Free Willy,mammals,,False,0.024641,,0.000000
crawls,insects,"4, 5",False,0.143737,5.416667,0.784314
crawls,mammals,"4, 5",False,0.143737,,0.784314
crawls,reptiles,"4, 5",False,0.143737,5.250000,0.784314
lives in water,birds,3,True,0.472279,3.250000,0.545455
lives in water,fish,3,True,0.472279,5.833333,0.545455
lives in water,insects,3,True,0.472279,4.416667,0.545455
lives in water,mammals,3,True,0.472279,2.750000,0.545455
lives in water,reptiles,3,True,0.472279,4.500000,0.545455
doesn't make a sound,birds,"1, 3, 4",False,0.065708,,0.629213
doesn't make a sound,fish,"1, 3, 4",False,0.065708,4.916667,0.629213
doesn't make a sound,insects,"1, 3, 4",False,0.065708,2.750000,0.629213
doesn't make a sound,mammals,"1, 3, 4",False,0.065708,,0.629213
doesn't make a sound,reptiles,"1, 3, 4",False,0.065708,,0.629213
can be found in a fish shop,fish,3,True,0.022587,5.500000,0.750000
shoes and handbags are made of it,mammals,,False,0.022587,,0.000000
shoes and handbags are made of it,reptiles,,False,0.022587,4.333333,0.000000
reproduces fast,birds,"2, 3, 4",False,0.026694,,0.894118
reproduces fast,fish,"2, 3, 4",False,0.026694,,0.894118
reproduces fast,insects,"2, 3, 4",False,0.026694,5.500000,0.894118
reproduces fast,mammals,"2, 3, 4",False,0.026694,,0.894118
herds,birds,"1, 2, 3, 4",False,0.310062,4.916667,0.872881
herds,fish,"1, 2, 3, 4",False,0.310062,5.583333,0.872881
herds,insects,"1, 2, 3, 4",False,0.310062,5.000000,0.872881
herds,mammals,"1, 2, 3, 4",False,0.310062,5.166667,0.872881
herds,reptiles,"1, 2, 3, 4",False,0.310062,,0.872881
is intelligent,birds,,False,0.024641,,0.000000
is intelligent,fish,,False,0.024641,3.333333,0.000000
is intelligent,mammals,,False,0.024641,,0.000000
strangles its prey,mammals,5,True,0.039014,,0.300000
strangles its prey,reptiles,5,True,0.039014,4.833333,0.300000
makes a sharp sound,birds,2,True,0.061602,4.666667,0.571429
makes a sharp sound,fish,2,True,0.061602,,0.571429
makes a sharp sound,insects,2,True,0.061602,,0.571429
makes a sharp sound,mammals,2,True,0.061602,,0.571429
has long ears,mammals,1,True,0.032854,3.500000,0.535714
is small,fish,"3, 4, 5",False,0.026694,4.500000,0.493151
is small,insects,"3, 4, 5",False,0.026694,5.250000,0.493151
is small,mammals,"3, 4, 5",False,0.026694,2.583333,0.493151
is small,reptiles,"3, 4, 5",False,0.026694,4.000000,0.493151
is found in hair,insects,,False,0.034908,3.833333,0.000000
yellow,birds,5,True,0.073922,2.666667,0.103448
yellow,insects,5,True,0.073922,3.500000,0.103448
yellow,mammals,5,True,0.073922,2.166667,0.103448
yellow,reptiles,5,True,0.073922,,0.103448
is used in stewed eels in chervil sauce,fish,,False,0.024641,5.166667,0.000000
makes a hissing noise,reptiles,5,True,0.067762,4.500000,0.444444
is grey,birds,3,True,0.371663,3.000000,0.343750
is grey,fish,3,True,0.371663,4.916667,0.343750
is grey,insects,3,True,0.371663,4.166667,0.343750
is grey,mammals,3,True,0.371663,2.666667,0.343750
is grey,reptiles,3,True,0.371663,,0.343750
swims in aquariums,fish,3,True,0.028747,5.500000,0.750000
swims in aquariums,reptiles,3,True,0.028747,4.750000,0.750000
eats fish,birds,3,True,0.264887,4.083333,0.522727
eats fish,fish,3,True,0.264887,3.083333,0.522727
eats fish,mammals,3,True,0.264887,3.500000,0.522727
eats fish,reptiles,3,True,0.264887,,0.522727
is flat,fish,,False,0.110883,4.750000,0.000000
is flat,insects,,False,0.110883,,0.000000
is flat,reptiles,,False,0.110883,,0.000000
lives in the desert,birds,5,True,0.067762,,0.363636
lives in the desert,mammals,5,True,0.067762,3.083333,0.363636
lives in the desert,reptiles,5,True,0.067762,4.583333,0.363636
has many colours,birds,"2, 4, 5",False,0.143737,4.583333,0.557895
has many colours,fish,"2, 4, 5",False,0.143737,,0.557895
has many colours,insects,"2, 4, 5",False,0.143737,5.500000,0.557895
has many colours,mammals,"2, 4, 5",False,0.143737,,0.557895
has many colours,reptiles,"2, 4, 5",False,0.143737,4.833333,0.557895
thick skin,birds,1,True,0.034908,,0.613636
thick skin,fish,1,True,0.034908,,0.613636
thick skin,mammals,1,True,0.034908,3.250000,0.613636
thick skin,reptiles,1,True,0.034908,,0.613636
eats plankton,birds,3,True,0.045175,,0.600000
eats plankton,fish,3,True,0.045175,4.833333,0.600000
eats plankton,mammals,3,True,0.045175,,0.600000
eats plankton,reptiles,3,True,0.045175,,0.600000
runs fast,birds,"1, 2, 3",False,0.123203,,0.639640
runs fast,fish,"1, 2, 3",False,0.123203,,0.639640
runs fast,insects,"1, 2, 3",False,0.123203,4.333333,0.639640
runs fast,mammals,"1, 2, 3",False,0.123203,4.583333,0.639640
runs fast,reptiles,"1, 2, 3",False,0.123203,,0.639640
eats grass,birds,1,True,0.090349,,0.696970
eats grass,mammals,1,True,0.090349,4.000000,0.696970
eats grass,reptiles,1,True,0.090349,,0.696970
has a long tail,birds,"1, 5",False,0.139630,,0.592593
has a long tail,fish,"1, 5",False,0.139630,,0.592593
has a long tail,mammals,"1, 5",False,0.139630,3.083333,0.592593
has a long tail,reptiles,"1, 5",False,0.139630,4.500000,0.592593
squirts water through an airhole,fish,,False,0.020534,4.000000,0.000000
lives in a cage,birds,"1, 5",False,0.108830,4.666667,0.407407
lives in a cage,mammals,"1, 5",False,0.108830,3.333333,0.407407
lives in a cage,reptiles,"1, 5",False,0.108830,,0.407407
does not taste well,birds,"1, 2, 3, 4, 5",False,0.047228,,0.937984
does not taste well,fish,"1, 2, 3, 4, 5",False,0.047228,3.166667,0.937984
does not taste well,insects,"1, 2, 3, 4, 5",False,0.047228,,0.937984
does not taste well,mammals,"1, 2, 3, 4, 5",False,0.047228,,0.937984
does not taste well,reptiles,"1, 2, 3, 4, 5",False,0.047228,2.416667,0.937984
bites,birds,"1, 2, 3, 5",False,0.090349,,0.908257
bites,fish,"1, 2, 3, 5",False,0.090349,3.333333,0.908257
bites,insects,"1, 2, 3, 5",False,0.090349,5.750000,0.908257
bites,mammals,"1, 2, 3, 5",False,0.090349,4.166667,0.908257
bites,reptiles,"1, 2, 3, 5",False,0.090349,5.083333,0.908257
is also a sharp,mammals,,False,0.020534,,0.000000
is also a sharp,reptiles,,False,0.020534,2.000000,0.000000
is a freshwater fish,birds,3,True,0.075975,,0.555556
is a freshwater fish,fish,3,True,0.075975,5.166667,0.555556
is a freshwater fish,mammals,3,True,0.075975,,0.555556
is a freshwater fish,reptiles,3,True,0.075975,,0.555556
has sharp teeth,fish,5,True,0.190965,4.166667,0.225000
has sharp teeth,mammals,5,True,0.190965,5.083333,0.225000
has sharp teeth,reptiles,5,True,0.190965,5.083333,0.225000
has a trunk,mammals,,False,0.041068,3.416667,0.000000
has feathers,birds,2,True,0.336756,6.833333,0.909091
has a sting,insects,,False,0.047228,4.833333,0.000000
has whiskers,birds,,False,0.028747,,0.000000
has whiskers,fish,,False,0.028747,,0.000000
has whiskers,mammals,,False,0.028747,4.000000,0.000000
occasionally occurs in films,birds,"1, 5",False,0.059548,,0.418919
occasionally occurs in films,fish,"1, 5",False,0.059548,4.750000,0.418919
occasionally occurs in films,insects,"1, 5",False,0.059548,2.916667,0.418919
occasionally occurs in films,mammals,"1, 5",False,0.059548,2.083333,0.418919
occasionally occurs in films,reptiles,"1, 5",False,0.059548,3.500000,0.418919
incites fear,birds,"4, 5",False,0.053388,,0.402778
incites fear,fish,"4, 5",False,0.053388,,0.402778
incites fear,insects,"4, 5",False,0.053388,4.666667,0.402778
incites fear,mammals,"4, 5",False,0.053388,,0.402778
incites fear,reptiles,"4, 5",False,0.053388,,0.402778
has eight paws,insects,,False,0.034908,3.250000,0.000000
makes holes in clothing,insects,,False,0.024641,3.750000,0.000000
makes holes in clothing,mammals,,False,0.024641,,0.000000
eats plants,birds,"1, 2, 4, 5",False,0.162218,,0.925234
eats plants,fish,"1, 2, 4, 5",False,0.162218,4.333333,0.925234
eats plants,insects,"1, 2, 4, 5",False,0.162218,5.333333,0.925234
eats plants,mammals,"1, 2, 4, 5",False,0.162218,4.250000,0.925234
eats plants,reptiles,"1, 2, 4, 5",False,0.162218,4.583333,0.925234
makes web,insects,,False,0.045175,4.166667,0.000000
has teeth,birds,"1, 3, 4, 5",False,0.045175,,0.960000
has teeth,fish,"1, 3, 4, 5",False,0.045175,4.916667,0.960000
has teeth,insects,"1, 3, 4, 5",False,0.045175,,0.960000
has teeth,mammals,"1, 3, 4, 5",False,0.045175,5.833333,0.960000
has teeth,reptiles,"1, 3, 4, 5",False,0.045175,5.083333,0.960000
rolls up in danger,mammals,,False,0.030801,2.833333,0.000000
is slow,birds,"4, 5",False,0.098563,,0.446154
is slow,insects,"4, 5",False,0.098563,3.750000,0.446154
is slow,mammals,"4, 5",False,0.098563,3.333333,0.446154
is slow,reptiles,"4, 5",False,0.098563,3.583333,0.446154
sleeps upside down,mammals,,False,0.024641,2.750000,0.000000
is extinct,reptiles,,False,0.036961,3.166667,0.000000
is strong,birds,5,True,0.030801,,0.187500
is strong,fish,5,True,0.030801,,0.187500
is strong,mammals,5,True,0.030801,,0.187500
is strong,reptiles,5,True,0.030801,4.750000,0.187500
lives in the jungle,birds,"1, 4, 5",False,0.043121,,0.670732
lives in the jungle,insects,"1, 4, 5",False,0.043121,,0.670732
lives in the jungle,mammals,"1, 4, 5",False,0.043121,3.750000,0.670732
lives in the jungle,reptiles,"1, 4, 5",False,0.043121,4.333333,0.670732
sheds its skin,insects,5,True,0.041068,,0.857143
sheds its skin,reptiles,5,True,0.041068,5.166667,0.857143
stands in meadows,mammals,,False,0.051335,3.666667,0.000000
swims in a bowl,fish,,False,0.030801,5.583333,0.000000
has tusks,mammals,,False,0.022587,3.333333,0.000000
gives pain,fish,5,True,0.045175,,0.263158
gives pain,insects,5,True,0.045175,5.583333,0.263158
gives pain,mammals,5,True,0.045175,,0.263158
gives pain,reptiles,5,True,0.045175,,0.263158
lives in the zoo,birds,"1, 3, 5",False,0.320329,4.083333,0.673913
lives in the zoo,fish,"1, 3, 5",False,0.320329,3.166667,0.673913
lives in the zoo,insects,"1, 3, 5",False,0.320329,,0.673913
lives in the zoo,mammals,"1, 3, 5",False,0.320329,5.083333,0.673913
lives in the zoo,reptiles,"1, 3, 5",False,0.320329,4.500000,0.673913
lives on a farm,birds,,False,0.082136,3.666667,0.000000
lives on a farm,insects,,False,0.082136,,0.000000
lives on a farm,mammals,,False,0.082136,3.916667,0.000000
has prickles,mammals,,False,0.053388,3.083333,0.000000
makes honey,insects,,False,0.036961,4.166667,0.000000
is reddish brow,birds,1,True,0.024641,,0.303030
is reddish brow,insects,1,True,0.024641,,0.303030
is reddish brow,mammals,1,True,0.024641,2.750000,0.303030
doesn't live in our country,birds,"1, 3, 5",False,0.055441,,0.636364
doesn't live in our country,fish,"1, 3, 5",False,0.055441,,0.636364
doesn't live in our country,mammals,"1, 3, 5",False,0.055441,2.833333,0.636364
doesn't live in our country,reptiles,"1, 3, 5",False,0.055441,3.333333,0.636364
is green,birds,5,True,0.334702,2.000000,0.531250
is green,fish,5,True,0.334702,,0.531250
is green,insects,5,True,0.334702,4.083333,0.531250
is green,reptiles,5,True,0.334702,4.583333,0.531250
seen mainly in summer,birds,4,True,0.162218,,0.703704
seen mainly in summer,insects,4,True,0.162218,5.333333,0.703704
has an orange bill,birds,,False,0.032854,4.250000,0.000000
is a salt-water fish,fish,3,True,0.032854,5.416667,0.696970
is a salt-water fish,mammals,3,True,0.032854,,0.696970
is a salt-water fish,reptiles,3,True,0.032854,,0.696970
has a pointed snout,mammals,5,True,0.010267,2.916667,0.333333
has a pointed snout,reptiles,5,True,0.010267,,0.333333
lives in cold areas,birds,3,True,0.045175,2.666667,0.433962
lives in cold areas,fish,3,True,0.045175,,0.433962
lives in cold areas,insects,3,True,0.045175,,0.433962
lives in cold areas,mammals,3,True,0.045175,3.166667,0.433962
lives in cold areas,reptiles,3,True,0.045175,,0.433962
sucks blood,insects,,False,0.086242,5.500000,0.000000
shy,birds,"1, 2, 3, 5",False,0.041068,,0.625000
shy,fish,"1, 2, 3, 5",False,0.041068,,0.625000
shy,insects,"1, 2, 3, 5",False,0.041068,,0.625000
shy,mammals,"1, 2, 3, 5",False,0.041068,3.333333,0.625000
shy,reptiles,"1, 2, 3, 5",False,0.041068,4.083333,0.625000
is beautiful,birds,"1, 2, 4, 5",False,0.147844,4.000000,0.660870
is beautiful,fish,"1, 2, 4, 5",False,0.147844,4.083333,0.660870
is beautiful,insects,"1, 2, 4, 5",False,0.147844,2.333333,0.660870
is beautiful,mammals,"1, 2, 4, 5",False,0.147844,4.000000,0.660870
is beautiful,reptiles,"1, 2, 4, 5",False,0.147844,2.833333,0.660870
has a tail,birds,"1, 2, 3, 5",False,0.326489,5.583333,0.990385
has a tail,fish,"1, 2, 3, 5",False,0.326489,5.416667,0.990385
has a tail,insects,"1, 2, 3, 5",False,0.326489,,0.990385
has a tail,mammals,"1, 2, 3, 5",False,0.326489,4.083333,0.990385
has a tail,reptiles,"1, 2, 3, 5",False,0.326489,5.416667,0.990385
is a bird of prey,birds,,False,0.078029,4.666667,0.000000
mammal,fish,1,True,0.568789,3.416667,0.750000
mammal,mammals,1,True,0.568789,6.416667,0.750000
strong animal,birds,"1, 5",False,0.043121,,0.491803
strong animal,fish,"1, 5",False,0.043121,,0.491803
strong animal,insects,"1, 5",False,0.043121,,0.491803
strong animal,mammals,"1, 5",False,0.043121,4.250000,0.491803
strong animal,reptiles,"1, 5",False,0.043121,,0.491803
sits on flowers,insects,4,True,0.032854,5.583333,0.740741
is brown,birds,"1, 2, 3, 4, 5",False,0.482546,3.250000,0.674419
is brown,fish,"1, 2, 3, 4, 5",False,0.482546,3.750000,0.674419
is brown,insects,"1, 2, 3, 4, 5",False,0.482546,4.166667,0.674419
is brown,mammals,"1, 2, 3, 4, 5",False,0.482546,2.666667,0.674419
is brown,reptiles,"1, 2, 3, 4, 5",False,0.482546,4.500000,0.674419
