attribute,category,bundles,bundle_specific_attribute,normalized_freq,importance_rating,columnwise_similarity
has camouflage,birds,"1, 2, 3, 4, 5",False,0.016427,,0.294574
has camouflage,fish,"1, 2, 3, 4, 5",False,0.016427,,0.294574
has camouflage,insects,"1, 2, 3, 4, 5",False,0.016427,,0.294574
has camouflage,mammals,"1, 2, 3, 4, 5",False,0.016427,,0.294574
has camouflage,reptiles,"1, 2, 3, 4, 5",False,0.016427,5.583333,0.294574
has legs,mammals,"2, 3, 4",False,0.000000,4.500000,0.000000
is eaten by birds,fish,,False,0.065708,,0.000000
is eaten by birds,insects,,False,0.065708,5.583333,0.000000
is eaten by birds,mammals,,False,0.065708,,0.000000
is eaten by birds,reptiles,,False,0.065708,4.083333,0.000000
in a terrarium,insects,1,True,0.000000,,0.000000
in a terrarium,reptiles,1,True,0.000000,4.833333,0.000000
chews the cud,mammals,4,True,0.008214,3.833333,0.000000
chews the cud,reptiles,4,True,0.008214,,0.000000
can live to a ripe old age,birds,,False,0.024641,,0.000000
can live to a ripe old age,fish,,False,0.024641,,0.000000
can live to a ripe old age,mammals,,False,0.024641,,0.000000
can live to a ripe old age,reptiles,,False,0.024641,5.250000,0.000000
lives in a herd,birds,4,True,0.069815,,0.079365
lives in a herd,fish,4,True,0.069815,,0.079365
lives in a herd,mammals,4,True,0.069815,4.416667,0.079365
is found in Belgium,birds,,False,0.010267,4.000000,0.000000
is found in Belgium,fish,,False,0.010267,,0.000000
is found in Belgium,insects,,False,0.010267,5.500000,0.000000
is found in Belgium,mammals,,False,0.010267,,0.000000
is found in Belgium,reptiles,,False,0.010267,5.000000,0.000000
lives in unhygienic places,birds,"1, 2, 3, 4, 5",False,0.016427,,0.100775
lives in unhygienic places,insects,"1, 2, 3, 4, 5",False,0.016427,5.166667,0.100775
lives in unhygienic places,mammals,"1, 2, 3, 4, 5",False,0.016427,,0.100775
cattle-like animal,mammals,,False,0.004107,4.333333,0.000000
eats insects,birds,,False,0.201232,5.416667,0.000000
eats insects,fish,,False,0.201232,,0.000000
eats insects,insects,,False,0.201232,3.666667,0.000000
eats insects,mammals,,False,0.201232,3.916667,0.000000
eats insects,reptiles,,False,0.201232,5.166667,0.000000
hairy,birds,,False,0.090349,,0.000000
hairy,insects,,False,0.090349,4.333333,0.000000
hairy,mammals,,False,0.090349,5.583333,0.000000
looks like a crocodile,reptiles,2,True,0.006160,5.083333,0.000000
has large front teeth,mammals,"1, 2, 3, 4, 5",False,0.002053,4.416667,0.054264
has a long bill,birds,2,True,0.055441,4.833333,0.000000
can also refer to a tent stake,fish,,False,0.006160,5.083333,0.000000
lays eggs in sand,birds,1,True,0.008214,,0.000000
lays eggs in sand,reptiles,1,True,0.008214,5.000000,0.000000
has young = cubs,mammals,"1, 2, 3, 4, 5",False,0.010267,4.666667,0.023256
rough,fish,"2, 3, 4, 5",False,0.002053,,0.190476
rough,mammals,"2, 3, 4, 5",False,0.002053,,0.190476
rough,reptiles,"2, 3, 4, 5",False,0.002053,5.583333,0.190476
has a head,birds,4,True,0.002053,,0.224806
has a head,fish,4,True,0.002053,,0.224806
has a head,insects,4,True,0.002053,5.583333,0.224806
has a head,mammals,4,True,0.002053,,0.224806
has a head,reptiles,4,True,0.002053,,0.224806
is fast,birds,"1, 3, 4, 5",False,0.190965,5.083333,0.717949
is fast,fish,"1, 3, 4, 5",False,0.190965,4.666667,0.717949
is fast,insects,"1, 3, 4, 5",False,0.190965,,0.717949
is fast,mammals,"1, 3, 4, 5",False,0.190965,4.500000,0.717949
is fast,reptiles,"1, 3, 4, 5",False,0.190965,5.416667,0.717949
makes a lot of clamor,birds,4,True,0.086242,4.000000,0.537037
makes a lot of clamor,insects,4,True,0.086242,,0.537037
makes a lot of clamor,mammals,4,True,0.086242,4.416667,0.537037
makes a lot of clamor,reptiles,4,True,0.086242,3.666667,0.537037
small and large kinds,birds,3,True,0.053388,,0.192771
small and large kinds,fish,3,True,0.053388,5.166667,0.192771
small and large kinds,insects,3,True,0.053388,,0.192771
small and large kinds,mammals,3,True,0.053388,4.833333,0.192771
small and large kinds,reptiles,3,True,0.053388,6.083333,0.192771
is sly,birds,"2, 3, 4",False,0.028747,,0.117647
is sly,mammals,"2, 3, 4",False,0.028747,4.250000,0.117647
is sly,reptiles,"2, 3, 4",False,0.028747,,0.117647
takes good care of her children,birds,4,True,0.008214,4.916667,0.627907
takes good care of her children,mammals,4,True,0.008214,,0.627907
takes good care of her children,reptiles,4,True,0.008214,,0.627907
is slaughtered,birds,3,True,0.002053,,0.050000
is slaughtered,mammals,3,True,0.002053,4.250000,0.050000
is slaughtered,reptiles,3,True,0.002053,,0.050000
can see in the dark,birds,,False,0.016427,3.000000,0.000000
can see in the dark,insects,,False,0.016427,,0.000000
can see in the dark,mammals,,False,0.016427,4.250000,0.000000
can see in the dark,reptiles,,False,0.016427,,0.000000
lives in warm countries,birds,2,True,0.135524,3.666667,0.220472
lives in warm countries,fish,2,True,0.135524,,0.220472
lives in warm countries,insects,2,True,0.135524,5.083333,0.220472
lives in warm countries,mammals,2,True,0.135524,3.333333,0.220472
lives in warm countries,reptiles,2,True,0.135524,4.750000,0.220472
can be poisonous,fish,,False,0.067762,,0.000000
can be poisonous,insects,,False,0.067762,5.500000,0.000000
can be poisonous,reptiles,,False,0.067762,5.500000,0.000000
has eyes,birds,,False,0.045175,,0.000000
has eyes,fish,,False,0.045175,5.583333,0.000000
has eyes,insects,,False,0.045175,,0.000000
has eyes,mammals,,False,0.045175,,0.000000
has eyes,reptiles,,False,0.045175,6.000000,0.000000
has a pungent smell,fish,,False,0.004107,5.916667,0.000000
has a pungent smell,mammals,,False,0.004107,,0.000000
has a pungent smell,reptiles,,False,0.004107,,0.000000
glides,birds,3,True,0.020534,5.916667,0.000000
crawls,insects,"1, 2, 3, 4, 5",False,0.143737,5.416667,0.364341
crawls,mammals,"1, 2, 3, 4, 5",False,0.143737,,0.364341
crawls,reptiles,"1, 2, 3, 4, 5",False,0.143737,5.250000,0.364341
has large theeth,fish,,False,0.043121,3.583333,0.000000
has large theeth,mammals,,False,0.043121,4.000000,0.000000
has large theeth,reptiles,,False,0.043121,4.833333,0.000000
can be found in a fish shop,fish,"2, 4",False,0.022587,5.500000,0.000000
lives in the primaeval forest,birds,,False,0.002053,,0.000000
lives in the primaeval forest,insects,,False,0.002053,,0.000000
lives in the primaeval forest,mammals,,False,0.002053,3.916667,0.000000
lives in the primaeval forest,reptiles,,False,0.002053,,0.000000
reproduces fast,birds,"1, 2, 3",False,0.026694,,0.250000
reproduces fast,fish,"1, 2, 3",False,0.026694,,0.250000
reproduces fast,insects,"1, 2, 3",False,0.026694,5.500000,0.250000
reproduces fast,mammals,"1, 2, 3",False,0.026694,,0.250000
is pickled,fish,,False,0.002053,5.250000,0.000000
herds,birds,,False,0.310062,4.916667,0.000000
herds,fish,,False,0.310062,5.583333,0.000000
herds,insects,,False,0.310062,5.000000,0.000000
herds,mammals,,False,0.310062,5.166667,0.000000
herds,reptiles,,False,0.310062,,0.000000
strangles its prey,mammals,,False,0.039014,,0.000000
strangles its prey,reptiles,,False,0.039014,4.833333,0.000000
flies in formation,birds,,False,0.000000,5.333333,0.000000
makes a sharp sound,birds,"1, 2, 3, 4",False,0.061602,4.666667,0.263636
makes a sharp sound,fish,"1, 2, 3, 4",False,0.061602,,0.263636
makes a sharp sound,insects,"1, 2, 3, 4",False,0.061602,,0.263636
makes a sharp sound,mammals,"1, 2, 3, 4",False,0.061602,,0.263636
lives in tropical waters,fish,"2, 3, 5",False,0.014374,5.666667,0.152778
lives in tropical waters,reptiles,"2, 3, 5",False,0.014374,,0.152778
protected species,birds,"1, 3, 4, 5",False,0.008214,,0.378641
protected species,fish,"1, 3, 4, 5",False,0.008214,,0.378641
protected species,mammals,"1, 3, 4, 5",False,0.008214,3.833333,0.378641
protected species,reptiles,"1, 3, 4, 5",False,0.008214,,0.378641
has a fin on its back,fish,3,True,0.020534,5.416667,0.000000
is dangerous to people,birds,4,True,0.024641,,0.058824
is dangerous to people,fish,4,True,0.024641,3.250000,0.058824
is dangerous to people,insects,4,True,0.024641,,0.058824
is dangerous to people,mammals,4,True,0.024641,,0.058824
is dangerous to people,reptiles,4,True,0.024641,4.916667,0.058824
can be bred,birds,"2, 4",False,0.043121,4.583333,0.441860
can be bred,fish,"2, 4",False,0.043121,5.333333,0.441860
can be bred,insects,"2, 4",False,0.043121,,0.441860
can be bred,mammals,"2, 4",False,0.043121,5.333333,0.441860
can be bred,reptiles,"2, 4",False,0.043121,,0.441860
has peepers,birds,3,True,0.020534,5.833333,0.000000
is used in stewed eels in chervil sauce,fish,3,True,0.024641,5.166667,0.000000
is grey,birds,,False,0.371663,3.000000,0.000000
is grey,fish,,False,0.371663,4.916667,0.000000
is grey,insects,,False,0.371663,4.166667,0.000000
is grey,mammals,,False,0.371663,2.666667,0.000000
is grey,reptiles,,False,0.371663,,0.000000
has a woollen fur,mammals,"3, 5",False,0.010267,4.416667,0.000000
eats everything,birds,"1, 2, 3, 4, 5",False,0.004107,,0.069767
eats everything,fish,"1, 2, 3, 4, 5",False,0.004107,,0.069767
eats everything,mammals,"1, 2, 3, 4, 5",False,0.004107,4.083333,0.069767
is popular among children,birds,4,True,0.022587,,0.041667
is popular among children,fish,4,True,0.022587,3.750000,0.041667
is popular among children,insects,4,True,0.022587,4.250000,0.041667
is popular among children,mammals,4,True,0.022587,4.416667,0.041667
is popular among children,reptiles,4,True,0.022587,,0.041667
swims in aquariums,fish,"1, 3",False,0.028747,5.500000,0.015152
swims in aquariums,reptiles,"1, 3",False,0.028747,4.750000,0.015152
sits on threads of electricity,birds,"2, 3",False,0.002053,5.583333,0.000000
has two ears,birds,"2, 3",False,0.010267,,0.333333
has two ears,fish,"2, 3",False,0.010267,,0.333333
has two ears,insects,"2, 3",False,0.010267,,0.333333
has two ears,mammals,"2, 3",False,0.010267,5.166667,0.333333
has two ears,reptiles,"2, 3",False,0.010267,,0.333333
has many colours,birds,"2, 3, 4",False,0.143737,4.583333,0.552083
has many colours,fish,"2, 3, 4",False,0.143737,,0.552083
has many colours,insects,"2, 3, 4",False,0.143737,5.500000,0.552083
has many colours,mammals,"2, 3, 4",False,0.143737,,0.552083
has many colours,reptiles,"2, 3, 4",False,0.143737,4.833333,0.552083
has winter and summerfur,mammals,"1, 3, 5",False,0.000000,4.666667,0.305556
eats small animals,birds,,False,0.041068,5.333333,0.000000
eats small animals,fish,,False,0.041068,,0.000000
eats small animals,insects,,False,0.041068,,0.000000
eats small animals,mammals,,False,0.041068,,0.000000
eats small animals,reptiles,,False,0.041068,4.833333,0.000000
can cause much hinder,birds,"1, 2, 3, 4, 5",False,0.014374,,0.449612
can cause much hinder,insects,"1, 2, 3, 4, 5",False,0.014374,6.000000,0.449612
can cause much hinder,mammals,"1, 2, 3, 4, 5",False,0.014374,,0.449612
can cause much hinder,reptiles,"1, 2, 3, 4, 5",False,0.014374,,0.449612
can be cooked in different ways,birds,"1, 2, 3, 4, 5",False,0.020534,,0.271318
can be cooked in different ways,fish,"1, 2, 3, 4, 5",False,0.020534,5.166667,0.271318
can be cooked in different ways,mammals,"1, 2, 3, 4, 5",False,0.020534,,0.271318
runs fast,birds,3,True,0.123203,,0.123810
runs fast,fish,3,True,0.123203,,0.123810
runs fast,insects,3,True,0.123203,4.333333,0.123810
runs fast,mammals,3,True,0.123203,4.583333,0.123810
runs fast,reptiles,3,True,0.123203,,0.123810
eats grass,birds,,False,0.090349,,0.000000
eats grass,mammals,,False,0.090349,4.000000,0.000000
eats grass,reptiles,,False,0.090349,,0.000000
can be caught,birds,5,True,0.014374,4.250000,0.178295
can be caught,fish,5,True,0.014374,,0.178295
can be caught,insects,5,True,0.014374,5.083333,0.178295
can be caught,mammals,5,True,0.014374,,0.178295
can be caught,reptiles,5,True,0.014374,,0.178295
is sold at the market,birds,"1, 4",False,0.004107,,0.242857
is sold at the market,fish,"1, 4",False,0.004107,5.583333,0.242857
is sold at the market,mammals,"1, 4",False,0.004107,,0.242857
is sold at the market,reptiles,"1, 4",False,0.004107,,0.242857
bites,birds,"1, 2, 3, 4, 5",False,0.090349,,0.813953
bites,fish,"1, 2, 3, 4, 5",False,0.090349,3.333333,0.813953
bites,insects,"1, 2, 3, 4, 5",False,0.090349,5.750000,0.813953
bites,mammals,"1, 2, 3, 4, 5",False,0.090349,4.166667,0.813953
bites,reptiles,"1, 2, 3, 4, 5",False,0.090349,5.083333,0.813953
is very active,birds,2,True,0.008214,,0.227273
is very active,fish,2,True,0.008214,,0.227273
is very active,insects,2,True,0.008214,5.250000,0.227273
is very active,mammals,2,True,0.008214,,0.227273
is a freshwater fish,birds,,False,0.075975,,0.000000
is a freshwater fish,fish,,False,0.075975,5.166667,0.000000
is a freshwater fish,mammals,,False,0.075975,,0.000000
is a freshwater fish,reptiles,,False,0.075975,,0.000000
often becoms a cat's prey,birds,"1, 3, 4",False,0.022587,4.750000,0.109756
often becoms a cat's prey,fish,"1, 3, 4",False,0.022587,,0.109756
often becoms a cat's prey,insects,"1, 3, 4",False,0.022587,,0.109756
often becoms a cat's prey,mammals,"1, 3, 4",False,0.022587,3.250000,0.109756
is not a pet,birds,"1, 3, 4, 5",False,0.000000,,0.751938
is not a pet,fish,"1, 3, 4, 5",False,0.000000,,0.751938
is not a pet,insects,"1, 3, 4, 5",False,0.000000,5.250000,0.751938
is not a pet,mammals,"1, 3, 4, 5",False,0.000000,,0.751938
is not a pet,reptiles,"1, 3, 4, 5",False,0.000000,,0.751938
has sharp teeth,fish,"1, 2, 3, 4, 5",False,0.190965,4.166667,0.240310
has sharp teeth,mammals,"1, 2, 3, 4, 5",False,0.190965,5.083333,0.240310
has sharp teeth,reptiles,"1, 2, 3, 4, 5",False,0.190965,5.083333,0.240310
lives on the ground,birds,3,True,0.004107,,0.265823
lives on the ground,insects,3,True,0.004107,,0.265823
lives on the ground,mammals,3,True,0.004107,,0.265823
lives on the ground,reptiles,3,True,0.004107,5.583333,0.265823
has whiskers,birds,,False,0.028747,,0.000000
has whiskers,fish,,False,0.028747,,0.000000
has whiskers,mammals,,False,0.028747,4.000000,0.000000
spring,birds,,False,0.004107,,0.000000
spring,insects,,False,0.004107,5.750000,0.000000
swims in rivers,birds,"2, 4, 5",False,0.012320,,0.127660
swims in rivers,fish,"2, 4, 5",False,0.012320,5.666667,0.127660
swims in rivers,mammals,"2, 4, 5",False,0.012320,,0.127660
swims in rivers,reptiles,"2, 4, 5",False,0.012320,,0.127660
is used in the saying 'packed like sardines in a tin',fish,,False,0.006160,4.916667,0.000000
eats plants,birds,1,True,0.162218,,0.216981
eats plants,fish,1,True,0.162218,4.333333,0.216981
eats plants,insects,1,True,0.162218,5.333333,0.216981
eats plants,mammals,1,True,0.162218,4.250000,0.216981
eats plants,reptiles,1,True,0.162218,4.583333,0.216981
can sing beautifully,birds,"1, 2, 3, 4, 5",False,0.002053,5.166667,0.062016
has teeth,birds,"1, 2",False,0.045175,,0.544554
has teeth,fish,"1, 2",False,0.045175,4.916667,0.544554
has teeth,insects,"1, 2",False,0.045175,,0.544554
has teeth,mammals,"1, 2",False,0.045175,5.833333,0.544554
has teeth,reptiles,"1, 2",False,0.045175,5.083333,0.544554
is strong,birds,1,True,0.030801,,0.367347
is strong,fish,1,True,0.030801,,0.367347
is strong,mammals,1,True,0.030801,,0.367347
is strong,reptiles,1,True,0.030801,4.750000,0.367347
has a tongue,birds,"3, 4",False,0.004107,,0.387597
has a tongue,fish,"3, 4",False,0.004107,,0.387597
has a tongue,insects,"3, 4",False,0.004107,,0.387597
has a tongue,mammals,"3, 4",False,0.004107,,0.387597
has a tongue,reptiles,"3, 4",False,0.004107,6.000000,0.387597
can be aggressive,birds,,False,0.036961,3.333333,0.000000
can be aggressive,fish,,False,0.036961,,0.000000
can be aggressive,insects,,False,0.036961,5.583333,0.000000
can be aggressive,mammals,,False,0.036961,,0.000000
can be aggressive,reptiles,,False,0.036961,,0.000000
sheds its skin,insects,,False,0.041068,,0.000000
sheds its skin,reptiles,,False,0.041068,5.166667,0.000000
wild animal,birds,4,True,0.004107,,0.257426
wild animal,fish,4,True,0.004107,,0.257426
wild animal,insects,4,True,0.004107,,0.257426
wild animal,mammals,4,True,0.004107,,0.257426
wild animal,reptiles,4,True,0.004107,5.666667,0.257426
swims in a bowl,fish,1,True,0.030801,5.583333,0.000000
lives in distant countries,birds,"1, 2, 3, 4",False,0.000000,,0.821705
lives in distant countries,fish,"1, 2, 3, 4",False,0.000000,,0.821705
lives in distant countries,insects,"1, 2, 3, 4",False,0.000000,,0.821705
lives in distant countries,mammals,"1, 2, 3, 4",False,0.000000,,0.821705
lives in distant countries,reptiles,"1, 2, 3, 4",False,0.000000,5.083333,0.821705
gives pain,fish,3,True,0.045175,,0.243902
gives pain,insects,3,True,0.045175,5.583333,0.243902
gives pain,mammals,3,True,0.045175,,0.243902
gives pain,reptiles,3,True,0.045175,,0.243902
lives on a farm,birds,2,True,0.082136,3.666667,0.065217
lives on a farm,insects,2,True,0.082136,,0.065217
lives on a farm,mammals,2,True,0.082136,3.916667,0.065217
often sits in parks,birds,"1, 2, 3, 4, 5",False,0.012320,5.500000,0.488372
often sits in parks,insects,"1, 2, 3, 4, 5",False,0.012320,,0.488372
often sits in parks,mammals,"1, 2, 3, 4, 5",False,0.012320,,0.488372
often sits in parks,reptiles,"1, 2, 3, 4, 5",False,0.012320,,0.488372
makes not much noise,birds,,False,0.026694,,0.000000
makes not much noise,fish,,False,0.026694,,0.000000
makes not much noise,insects,,False,0.026694,,0.000000
makes not much noise,mammals,,False,0.026694,2.583333,0.000000
makes not much noise,reptiles,,False,0.026694,4.916667,0.000000
has sharp claws,birds,4,True,0.004107,4.750000,0.527273
has sharp claws,mammals,4,True,0.004107,4.416667,0.527273
has sharp claws,reptiles,4,True,0.004107,4.750000,0.527273
seen mainly in summer,birds,5,True,0.162218,,0.000000
